Temp,SF,ChiSqr
13000,3.417006770329409e-25,1027.3308152878851
18500,3.414551909173555e-26,1028.1226903028103
27000,5.412477991023387e-26,1028.765282720956
17750,2.9306122769968656e-25,1030.6674774198036
34000,2.511647975867549e-26,1030.6911566554488
15000,8.579432611526106e-26,1032.2965142560483
12500,3.9841282861347954e-25,1033.9890456440796
15250,1.8488255771318386e-25,1034.016185220049
26000,6.310788392157416e-26,1036.5721574124561
80000,9.988995148964995e-28,1042.330496906677
15000,3.417006770329409e-25,1042.4748242128674
07250,2.1618815486832636e-21,1043.3236605024213
14500,1.0003363307141847e-25,1045.1047538548255
70000,1.164687131106214e-27,1048.8855649997777
13250,1.585654140757236e-25,1049.3951893392314
16500,3.9841282861347954e-25,1052.8648275174737
07250,8.604131652653001e-22,1055.1886386740564
12000,4.645375109645789e-25,1057.2858686344712
40000,9.996176646517164e-27,1058.0658892206334
08500,3.4219217886105576e-23,1060.9738042127362
50000,7.352905303090229e-27,1062.8709173633654
16500,1.3599438936803913e-25,1063.3342745442096
24000,3.981265991024789e-26,1063.5864003071758
18500,1.3599438936803913e-25,1064.0631423362152
34000,1.3589668767579416e-26,1064.5209894945306
09500,5.4202632926221544e-24,1067.4659158200488
19750,7.358191607733229e-26,1068.821247645984
18000,1.0003363307141847e-25,1070.7422367707109
14000,1.1663624156244889e-25,1073.6122279014805
25000,9.996176646517164e-27,1076.346944726183
15750,1.585654140757236e-25,1078.1536894764768
19000,2.928506853529714e-26,1087.0188369972284
11750,1.8501547735283135e-24,1094.2847057645322
08250,5.424160141803394e-23,1094.803806676685
23000,1.3589668767579416e-26,1095.1578263779036
19250,2.155675646282166e-25,1095.60668842552
60000,1.3579905617483215e-27,1097.106579166409
35000,1.3589668767579416e-26,1097.3554704456242
17000,4.6420377586606924e-26,1098.7609595266067
09750,1.3609216130203045e-24,1099.891677913039
11500,5.416369243032585e-25,1104.2954555753693
09500,1.5867941324341255e-24,1106.4201831357664
10250,1.0010555134551067e-24,1106.8416732636058
40000,1.8474973356625326e-26,1111.0961738291303
26000,2.928506853529714e-26,1113.7392508005632
07500,3.4243819482744546e-22,1113.83409610103
12500,1.3609216130203045e-24,1113.9120768170208
28000,6.306254567577012e-27,1116.606904905579
09250,1.8501547735283135e-24,1119.5022658826772
13500,1.3599438936803913e-25,1120.8990175995425
22000,1.5845149680782225e-26,1122.0728132150941
17250,1.8488255771318386e-25,1125.0992069799288
17750,1.0003363307141847e-25,1126.0500631777677
12750,3.417006770329409e-25,1126.4689680273943
16250,1.3599438936803913e-25,1127.8505717620037
32000,3.978405752257528e-27,1135.7529709465302
20000,1.0003363307141847e-25,1136.4494510452266
17500,3.981265991024789e-26,1137.3088302742622
