Te,logg,MH,alpha,sf,chi2
5250,4.0,0.0,0.0,2.1150314155860534e-20,68.59784749410467
5250,3.0,0.0,0.0,2.0668874228015416e-20,91.05775166010842
5250,4.0,0.0,0.0,2.1150314155860534e-20,53.916037701357666
5250,4.0,0.0,0.0,2.1150314155860534e-20,70.50144157199458
5250,4.0,0.0,0.0,2.1150314155860534e-20,69.19401842024239
5250,4.0,0.0,0.0,2.1150314155860534e-20,97.74723416507534
5250,4.0,0.0,0.0,2.1150314155860534e-20,84.2696317741433
5250,4.0,0.0,0.0,2.1150314155860534e-20,50.027991778032636
5250,4.0,0.0,0.0,2.1150314155860534e-20,53.19925607447603
5250,4.5,0.0,0.0,2.1150314155860534e-20,56.109856972044085
5250,3.0,0.0,0.0,2.0668874228015416e-20,78.45526533486378
5250,3.0,0.0,0.0,2.0668874228015416e-20,70.95454543336248
5250,4.0,0.0,0.0,2.1150314155860534e-20,65.15078266410521
5250,4.0,0.0,0.0,2.1150314155860534e-20,74.84427172787854
5250,4.5,0.0,0.0,2.1150314155860534e-20,79.85039354965787
5250,4.0,0.0,0.0,2.1150314155860534e-20,79.27272266667299
5250,4.0,0.0,0.0,2.1150314155860534e-20,54.36860540994502
5250,4.0,0.0,0.0,2.1150314155860534e-20,87.9236830026472
5250,4.0,0.0,0.0,2.1150314155860534e-20,81.92426949307433
5250,4.0,0.0,0.0,2.1150314155860534e-20,78.17605087394601
5250,3.0,0.0,0.0,2.0668874228015416e-20,82.16631242866544
5250,4.0,0.0,0.0,2.1150314155860534e-20,64.97809828935912
5250,4.0,0.0,0.0,2.1150314155860534e-20,58.49683671875799
5250,4.5,0.0,0.0,2.1150314155860534e-20,84.15006158444396
5250,3.0,0.0,0.0,2.0668874228015416e-20,86.72767246068778
5250,3.0,0.0,0.0,2.0668874228015416e-20,51.4176473615085
5250,3.0,0.0,0.0,2.0668874228015416e-20,84.98914613725589
5250,4.0,0.0,0.0,2.1150314155860534e-20,59.572005118619515
5250,4.0,0.0,0.0,2.1150314155860534e-20,82.07339229135403
5250,4.0,0.0,0.0,2.1150314155860534e-20,68.68404916037484
5250,4.0,0.0,0.0,2.1150314155860534e-20,93.85497467187864
5250,4.0,0.0,0.0,2.1150314155860534e-20,62.099452575057164
5250,4.5,0.0,0.0,2.1150314155860534e-20,101.53949135671822
5250,4.0,0.0,0.0,2.1150314155860534e-20,48.28342311864377
5250,4.0,0.0,0.0,2.1150314155860534e-20,55.68081448220395
5250,4.0,0.0,0.0,2.1150314155860534e-20,92.2808953930652
5250,4.0,0.0,0.0,2.1150314155860534e-20,82.77132376803912
5250,4.0,0.0,0.0,2.1150314155860534e-20,77.07683212147461
5250,4.5,0.0,0.0,2.1150314155860534e-20,40.973847299525616
5250,4.0,0.0,0.0,2.1150314155860534e-20,96.38484801676901
5250,4.0,0.0,0.0,2.1150314155860534e-20,46.64131326941352
5250,4.0,0.0,0.0,2.1150314155860534e-20,48.015725063039106
5250,4.0,0.0,0.0,2.1150314155860534e-20,72.64331022896022
5250,4.0,0.0,0.0,2.1150314155860534e-20,59.3799276038307
5250,4.0,0.0,0.0,2.1150314155860534e-20,56.75757385306745
5250,4.0,0.0,0.0,2.1150314155860534e-20,86.63631357739104
5250,4.0,0.0,0.0,2.1150314155860534e-20,82.9289897821249
5250,3.0,0.0,0.0,2.0668874228015416e-20,81.28961709037425
5250,4.5,0.0,0.0,2.1150314155860534e-20,72.47789607985627
5250,4.0,0.0,0.0,2.1150314155860534e-20,75.64385141819903
5250,3.0,0.0,0.0,2.0668874228015416e-20,65.29688095195037
5250,4.0,0.0,0.0,2.1150314155860534e-20,79.50556633148281
5250,4.5,0.0,0.0,2.1150314155860534e-20,55.40321507574497
5250,4.0,0.0,0.0,2.1150314155860534e-20,52.45882292484104
5250,4.0,0.0,0.0,2.1150314155860534e-20,53.565336007537965
5250,4.0,0.0,0.0,2.1150314155860534e-20,70.38748731933573
5250,4.0,0.0,0.0,2.1150314155860534e-20,71.1294801580032
5250,4.5,0.0,0.0,2.1150314155860534e-20,47.43378309667006
5250,3.0,0.0,0.0,2.0668874228015416e-20,68.73933011187448
5250,4.0,0.0,0.0,2.1150314155860534e-20,67.39502020319665
5250,4.0,0.0,0.0,2.1150314155860534e-20,72.0808779907603
5250,4.5,0.0,0.0,2.1150314155860534e-20,60.97093943701392
5250,4.0,0.0,0.0,2.1150314155860534e-20,49.32566776191044
5250,4.0,0.0,0.0,2.1150314155860534e-20,61.46938941658945
5250,4.0,0.0,0.0,2.1150314155860534e-20,85.82146549848419
5250,4.0,0.0,0.0,2.1150314155860534e-20,48.07746558711337
